"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","9817","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","7453","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","9072","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Reinvested earnings","Dollars","81","millions","6","v61913925","1.2.1.3","7259","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","3968","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1497","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6690","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6937","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","3264","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1546","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","12909","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6407","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1646","","","","0"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-2350","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","5307","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","3469","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","4855","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6706","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-12572","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","9929","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","4154","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2976","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","4460","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-7576","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2387","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-1325","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1450","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1186","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","9361","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","14037","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","5672","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","8206","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1373","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2990","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","8412","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","4591","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6460","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","8418","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-2378","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","976","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","5016","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","7908","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2653","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","5390","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","285","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","9988","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2891","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","506","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","4752","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1489","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","5447","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1993","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","8130","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","2120","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6192","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","3910","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","7461","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","738","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","7561","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-3881","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","13881","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","1149","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","6507","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","322","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-1595","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","-1612","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All countries","Other flows","Dollars","81","millions","6","v61913926","1.2.1.4","3183","","","","0"
